id,latitude,longitude,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,crime_rate,prop.availability,days_last_review,dis_in_miles,Bronx,Brooklyn,Manhattan,Queens,Staten_Island,entire_home,private_room,shared_room
14586448,40.70617,-74.01529,279,3,5,0.15,1,20.7862,0,920,0.10949858,0,0,1,0,0,1,0,0
14587044,40.82896,-73.94799,94,1,11,0.31,1,12.8038,0,506,0.20706034,0,0,1,0,0,1,0,0
14587950,40.68605,-73.96116,220,3,12,0.39,1,18.9222,0.052054795,16,0.20485675,0,1,0,0,0,1,0,0
14588156,40.67275,-73.94555,110,4,75,2.26,1,11.3065,0.131506849,10,0.28675335,0,1,0,0,0,1,0,0
14588464,40.59116,-74.08174,275,4,24,0.7,1,3.6767,0.347945205,3,3.1932755,0,0,0,0,1,1,0,0
14590476,40.74775,-73.99167,999,2,1,0.03,1,123.5776,0,1000,0.09609448,0,0,1,0,0,1,0,0
14590480,40.76943,-73.9872,125,1,37,1.06,1,44.8156,0.849315068,33,0.28768478,0,0,1,0,0,0,1,0
14591298,40.68511,-73.95452,90,3,5,0.15,1,17.0945,0.22739726,316,0.28434282,0,1,0,0,0,0,1,0
14592009,40.73048,-73.98689,122,5,13,0.42,1,16.1427,0,557,0.16351837,0,0,1,0,0,1,0,0
14594286,40.82957,-73.94535,60,3,89,2.59,2,12.8038,0.101369863,2,0.21096458,0,0,1,0,0,0,1,0
14594441,40.70623,-73.94951,99,1,187,5.43,2,11.0839,0.106849315,16,0.04263288,0,1,0,0,0,1,0,0
14596236,40.69664,-73.92921,48,2,91,2.6,4,13.4682,0.057534247,16,0.1335325,0,1,0,0,0,0,1,0
14601503,40.72884,-74.00056,159,30,7,0.25,91,24.6521,0.767123288,70,0.23545833,0,0,1,0,0,1,0,0
14602894,40.76141,-73.96376,117,30,7,0.22,91,10.9143,0.854794521,39,0.20931454,0,0,1,0,0,1,0,0
14607289,40.68987,-73.92241,45,1,4,0.34,1,13.4682,0,341,0.02376837,0,1,0,0,0,0,1,0
14608127,40.74496,-73.97867,100,2,11,2.02,1,14.1041,0.054794521,16,0.19433536,0,0,1,0,0,0,1,0
14608350,40.76792,-73.91191,40,4,23,0.73,1,8.3745,0.082191781,77,0.3550545,0,0,0,1,0,0,1,0
14609804,40.74945,-73.99742,175,7,26,0.8,1,22.9773,0.515068493,21,0.246163,0,0,1,0,0,1,0,0
14610596,40.79281,-73.93955,40,1,19,0.9,1,12.5434,0.049315068,53,0.28919769,0,0,1,0,0,0,1,0
14611399,40.68446,-73.92998,85,1,113,3.25,3,20.5032,0.161643836,21,0.35304713,0,1,0,0,0,1,0,0
14613942,40.69858,-73.98595,100,75,6,0.17,3,22.5122,0,401,0.09385283,0,1,0,0,0,0,1,0
14614708,40.72936,-73.99911,195,4,17,0.49,1,24.6521,0.515068493,261,0.20893322,0,0,1,0,0,1,0,0
14615541,40.69079,-73.93344,65,1,3,0.09,1,20.5032,0,772,0.30606143,0,1,0,0,0,0,0,1
14616367,40.67228,-73.92707,250,4,61,1.89,1,11.3065,0.887671233,7,0.38226487,0,1,0,0,0,1,0,0
14616377,40.68082,-73.97713,170,3,120,3.51,2,12.441,0.263013699,28,0.11172531,0,1,0,0,0,1,0,0
14619860,40.71581,-74.00616,440,30,1,0.05,1,20.7862,0.238356164,586,0.16431291,0,0,1,0,0,1,0,0
14622053,40.64293,-74.01786,58,3,106,3.06,1,9.9778,0.008219178,9,0.10798401,0,1,0,0,0,0,1,0
14624028,40.64007,-73.97067,45,7,5,0.14,1,5.2095,0.939726027,324,0.36576677,0,1,0,0,0,0,1,0
14624128,40.78525,-73.94178,65,1,25,0.72,1,12.5434,0,374,0.28529693,0,0,1,0,0,0,1,0
14625676,40.6702,-73.9896,299,2,35,1.02,1,12.441,0.715068493,30,0.0106019,0,1,0,0,0,1,0,0
14627598,40.82736,-73.95113,100,1,1,0.11,1,12.8038,0.994520548,275,0.06873383,0,0,1,0,0,0,1,0
14627817,40.79505,-73.94204,99,1,14,0.41,1,12.5434,0.136986301,752,0.11565668,0,0,1,0,0,0,1,0
14627819,40.73383,-73.99509,120,4,2,0.06,1,24.6521,0,919,0.24025245,0,0,1,0,0,0,1,0
14628080,40.80622,-73.94622,149,30,86,2.51,4,19.6512,0.602739726,36,0.11222152,0,0,1,0,0,1,0,0
14628409,40.72976,-73.95189,150,2,154,4.5,1,14.1874,0.742465753,9,0.16850546,0,1,0,0,0,1,0,0
14629018,40.74829,-73.93253,100,2,1,0.03,1,9.0806,0,1002,0.24513434,0,0,0,1,0,1,0,0
14629878,40.69858,-73.82893,60,30,1,0.03,2,4.9509,0.994520548,1042,0.13444464,0,0,0,1,0,0,1,0
14632080,40.7149,-73.99063,153,3,82,2.42,1,17.1053,0,192,0.07576111,0,0,1,0,0,1,0,0
14633272,40.71082,-73.95736,50,1,15,0.44,1,11.0839,0,82,0.16959984,0,1,0,0,0,0,1,0
14633324,40.71336,-73.96172,172,2,20,0.58,1,11.0839,0.019178082,12,0.37294101,0,1,0,0,0,1,0,0
14633924,40.75005,-73.81145,109,1,176,5.07,2,7.7702,0.865753425,17,1.17415861,0,0,0,1,0,1,0,0
14646562,40.73455,-74.006,180,2,100,2.9,2,24.6521,0.942465753,8,0.17969185,0,0,1,0,0,1,0,0
14648556,40.82663,-73.94624,60,1,55,1.59,1,12.8038,0.156164384,17,0.17068462,0,0,1,0,0,0,1,0
14648838,40.69901,-73.93649,175,20,11,0.32,3,13.4682,0,273,0.13296473,0,1,0,0,0,1,0,0
14650584,40.74615,-73.91704,98,2,1,0.03,1,9.0806,0.24109589,1045,0.22025655,0,0,0,1,0,0,1,0
14653800,40.76552,-73.97661,199,29,2,0.07,31,44.8156,0.405479452,277,0.10647107,0,0,1,0,0,1,0,0
14653831,40.72629,-73.99237,75,2,1,0.03,1,16.1427,0,954,0.12264917,0,0,1,0,0,0,1,0
14654573,40.74202,-73.92479,125,2,122,3.53,1,9.0806,0.58630137,19,0.1278408,0,0,0,1,0,1,0,0
14661553,40.67954,-73.99935,100,2,93,2.78,2,9.0278,0.202739726,16,0.23624445,0,1,0,0,0,0,1,0
14661771,40.78517,-73.95678,225,5,16,0.47,1,10.9143,0.997260274,25,0.30081142,0,0,1,0,0,1,0,0
14663344,40.76072,-73.98792,120,1,3,0.09,1,44.8156,0,554,0.15671113,0,0,1,0,0,0,1,0
14665418,40.71433,-73.95857,295,2,78,2.27,1,11.0839,0.846575342,12,0.2197747,0,1,0,0,0,1,0,0
14666364,40.75483,-73.99468,160,3,21,0.6,1,123.5776,0.008219178,15,0.18764357,0,0,1,0,0,1,0,0
14666899,40.70061,-73.92721,40,3,2,0.06,1,13.4682,0,1046,0.18844989,0,1,0,0,0,0,1,0
14670074,40.76388,-73.98874,110,1,40,1.16,3,44.8156,0.945205479,53,0.17443707,0,0,1,0,0,0,1,0
14670215,40.66271,-73.93498,43,32,32,0.93,3,11.4804,0.945205479,57,0.44471806,0,1,0,0,0,0,1,0
14670685,40.68568,-73.95166,50,3,59,1.71,1,17.0945,0,291,0.28874042,0,1,0,0,0,0,1,0
14672067,40.6453,-73.94669,85,93,19,0.54,1,10.4991,0.243835616,779,0.11382054,0,1,0,0,0,1,0,0
14672524,40.80048,-73.94864,56,2,79,2.38,1,19.6512,0.153424658,26,0.1227439,0,0,1,0,0,0,1,0
14672920,40.65563,-73.96052,73,2,137,3.94,1,11.4804,0,47,0.06217717,0,1,0,0,0,0,1,0
14682338,40.82626,-73.93831,175,3,37,1.06,1,15.3365,0.052054795,20,0.19003476,0,0,1,0,0,0,1,0
14683118,40.62379,-73.92995,49,2,71,3.1,3,7.8604,0.843835616,4,1.1135192,0,1,0,0,0,0,1,0
14683983,40.75294,-73.9733,672,2,23,0.87,13,14.1041,0.734246575,55,0.17717464,0,0,1,0,0,1,0,0
14684834,40.66383,-73.764,44,2,36,1.03,3,8.619,0.978082192,20,3.27278919,0,0,0,1,0,0,1,0
14685187,40.684,-73.96368,130,1,3,0.45,1,18.9222,0.819178082,31,0.12396667,0,1,0,0,0,0,1,0
14685276,40.6907,-73.96019,132,4,92,2.69,1,17.0945,0.712328767,23,0.12512661,0,1,0,0,0,1,0,0
14686954,40.73958,-73.88784,55,1,54,2.14,4,8.4051,0,48,0.35961311,0,0,0,1,0,0,1,0
14689860,40.74207,-73.9824,250,1,13,0.37,1,21.5079,0,797,0.11944963,0,0,1,0,0,1,0,0
14690331,40.73316,-74.00782,300,4,24,0.7,1,24.6521,0.167123288,19,0.25799494,0,0,1,0,0,1,0,0
14691805,40.68895,-73.92146,35,1,35,1,1,20.5032,0,69,0.05688478,0,1,0,0,0,0,1,0
14692426,40.82722,-73.9431,100,4,42,1.37,1,12.8038,0.169863014,10,0.17666131,0,0,1,0,0,0,1,0
14692459,40.78316,-73.94662,175,30,4,0.14,15,10.9143,0.939726027,339,0.07771647,0,0,1,0,0,1,0,0
14693952,40.7619,-73.995,75,1,205,5.89,6,44.8156,0.490410959,2,0.41944548,0,0,1,0,0,0,1,0
14694588,40.75577,-73.83263,60,2,42,1.23,1,7.7702,0.97260274,51,0.29675803,0,0,0,1,0,0,1,0
14695540,40.64737,-74.01357,47,2,60,1.71,1,9.9778,0.010958904,15,0.16030244,0,1,0,0,0,0,1,0
14696215,40.73903,-73.98267,200,2,3,0.29,1,21.5079,0,288,0.21361885,0,0,1,0,0,1,0,0
14696542,40.69918,-73.94513,60,2,159,4.56,1,17.0945,0.419178082,3,0.21394629,0,1,0,0,0,0,1,0
14698446,40.7445,-73.83172,50,1,31,0.91,3,7.7702,0.216438356,23,1.00785418,0,0,0,1,0,0,1,0
14699186,40.64535,-73.9738,100,3,2,0.06,1,5.2095,0,966,0.31926913,0,1,0,0,0,1,0,0
14703733,40.66349,-73.94222,80,28,9,0.26,1,11.4804,0.6,72,0.41251989,0,1,0,0,0,1,0,0
14705110,40.76112,-73.98473,125,5,91,2.63,1,44.8156,0.391780822,7,0.0622861,0,0,1,0,0,0,1,0
14705209,40.74993,-73.977,125,2,32,0.91,1,14.1041,0,20,0.11489755,0,0,1,0,0,1,0,0
14706784,40.6681,-73.97726,78,1,46,1.38,2,12.441,0,521,0.20225536,0,1,0,0,0,0,0,1
14707466,40.74493,-73.94679,75,1,86,2.63,2,9.0806,0.923287671,20,0.15714818,0,0,0,1,0,0,1,0
14707648,40.58634,-73.81867,150,1,144,4.13,2,9.4338,0.367123288,2,0.11726957,0,0,0,1,0,1,0,0
14707675,40.72163,-73.98715,100,2,165,4.77,2,17.1053,0.005479452,22,0.19028117,0,0,1,0,0,0,1,0
14710763,40.69532,-73.94407,145,2,133,3.83,1,17.0945,0.487671233,15,0.26627115,0,1,0,0,0,1,0,0
14711796,40.70483,-74.01545,180,4,17,0.67,1,20.7862,0.556164384,31,0.07577585,0,0,1,0,0,1,0,0
14712466,40.65446,-73.92613,99,100,1,0.03,1,10.4991,0,1002,0.70777293,0,1,0,0,0,0,0,1
14713599,40.70774,-73.94819,120,2,157,4.54,1,11.0839,0.18630137,8,0.15717423,0,1,0,0,0,0,1,0
14714093,40.82315,-73.93726,90,3,86,2.47,2,15.3365,0.104109589,386,0.06506528,0,0,1,0,0,0,1,0
14714894,40.69174,-73.91141,99,3,3,0.16,2,13.4682,0.909589041,349,0.43776133,0,1,0,0,0,0,1,0
14716077,40.73374,-73.95617,55,20,3,0.09,1,14.1874,0,1044,0.19324428,0,1,0,0,0,0,1,0
14716155,40.69625,-73.93696,55,30,85,2.45,4,20.5032,0.635616438,65,0.09561298,0,1,0,0,0,0,1,0
14716403,40.70525,-73.93281,80,1,16,0.51,1,11.0839,0,471,0.06454189,0,1,0,0,0,0,1,0
14716586,40.69784,-73.93694,40,30,84,2.53,4,20.5032,0.778082192,80,0.08206606,0,1,0,0,0,0,1,0
14721931,40.76142,-73.99248,133,30,2,0.15,91,44.8156,0.010958904,251,0.31749895,0,0,1,0,0,1,0,0
14722273,40.76071,-73.99032,175,30,4,0.21,91,44.8156,0.378082192,100,0.23622342,0,0,1,0,0,1,0,0
14723039,40.69173,-73.95885,163,2,33,1.08,1,17.0945,0.698630137,30,0.2045227,0,1,0,0,0,1,0,0
14723166,40.73711,-73.98573,250,5,7,0.2,1,21.5079,0,369,0.19499859,0,0,1,0,0,1,0,0
14723697,40.75539,-73.91709,117,30,7,0.23,8,8.3745,0.660273973,96,0.19741925,0,0,0,1,0,1,0,0
14724015,40.79371,-73.96708,295,30,2,0.06,96,9.5529,0.684931507,464,0.19374651,0,0,1,0,0,1,0,0
14724181,40.8305,-73.9437,105,2,38,1.09,1,12.8038,0,189,0.11432837,0,0,1,0,0,0,1,0
14724479,40.89581,-73.89778,59,2,7,0.21,2,9.4274,0,813,0.45375157,1,0,0,0,0,0,1,0
14726498,40.86763,-73.91792,60,3,83,2.39,1,11.3035,0.821917808,39,0.10782203,0,0,1,0,0,0,1,0
14726699,40.69961,-73.81264,49,1,79,3.01,2,14.3285,0.17260274,8,0.24864089,0,0,0,1,0,1,0,0
14728630,40.66894,-73.98516,141,4,33,0.96,1,12.441,0.435616438,232,0.21062573,0,1,0,0,0,1,0,0
14728788,40.58615,-73.94784,59,1,13,0.38,1,7.027,0.909589041,344,0.32751498,0,1,0,0,0,0,1,0
14730708,40.7791,-73.98182,3000,30,8,0.24,11,8.7699,1,941,0.0452329,0,0,1,0,0,1,0,0
14733932,40.69568,-73.93384,50,30,97,2.79,4,20.5032,0.854794521,66,0.14003528,0,1,0,0,0,0,1,0
14737992,40.82483,-73.95394,41,14,25,0.75,1,12.8038,0.016438356,34,0.19478843,0,0,1,0,0,0,1,0
14738709,40.76025,-73.99811,399,30,3,0.1,121,22.9773,0.506849315,236,0.39391684,0,0,1,0,0,1,0,0
14741343,40.65549,-73.96183,189,3,1,0.03,1,11.4804,0.22739726,1005,0.03484199,0,1,0,0,0,1,0,0
14741623,40.68179,-73.95252,48,3,67,1.95,1,17.0945,0.191780822,17,0.14391343,0,1,0,0,0,0,1,0
14743469,40.60749,-73.99225,49,1,1,0.03,1,5.8083,0,1045,0.36626141,0,1,0,0,0,1,0,0
14744425,40.80429,-73.96499,175,2,2,0.06,1,12.2706,0,1032,0.09966723,0,0,1,0,0,1,0,0
14744735,40.7272,-73.94374,55,14,4,0.12,1,14.1874,0.046575342,328,0.43250604,0,1,0,0,0,0,1,0
14744794,40.82475,-73.9507,53,1,4,0.16,1,12.8038,0,688,0.12526978,0,0,1,0,0,0,1,0
14744912,40.7014,-73.91798,80,2,4,0.12,1,13.4682,0,435,0.15842392,0,1,0,0,0,0,1,0
14745847,40.75797,-73.97004,150,7,29,0.86,1,14.1041,0.084931507,17,0.06131484,0,0,1,0,0,1,0,0
14746873,40.69621,-73.84532,67,2,8,0.23,2,4.9509,0.923287671,198,0.08554195,0,0,0,1,0,0,1,0
14747893,40.68548,-73.96625,80,4,2,0.06,1,18.9222,0,974,0.15415959,0,1,0,0,0,0,1,0
14749932,40.71906,-73.95726,78,1,35,1.01,1,14.1874,0.676712329,16,0.13353981,0,1,0,0,0,0,1,0
14756273,40.77392,-73.91678,50,2,10,0.46,1,8.3745,0,335,0.26001668,0,0,0,1,0,0,1,0
14756913,40.68112,-73.9302,120,3,59,1.73,1,20.5032,0.156164384,17,0.12403874,0,1,0,0,0,1,0,0
14756990,40.68891,-73.92084,75,1,6,0.17,2,13.4682,0,223,0.08312712,0,1,0,0,0,0,1,0
14757774,40.70497,-73.9233,60,4,3,0.09,1,13.4682,0,289,0.11449415,0,1,0,0,0,0,1,0
14759511,40.73271,-73.95536,75,4,1,0.03,1,14.1874,0,1028,0.11076403,0,1,0,0,0,0,1,0
14759843,40.68253,-73.9501,99,1,31,0.89,1,17.0945,0.945205479,292,0.14504335,0,1,0,0,0,1,0,0
14759851,40.76144,-73.98849,100,2,16,0.47,1,44.8156,0.016438356,54,0.14867606,0,0,1,0,0,0,1,0
14759888,40.73029,-73.98725,95,4,9,0.26,2,16.1427,0,480,0.1830279,0,0,1,0,0,0,1,0
14760211,40.78321,-73.95646,200,30,4,0.21,91,10.9143,0.852054795,70,0.26001444,0,0,1,0,0,1,0,0
14760402,40.74634,-73.9179,249,1,6,0.18,4,9.0806,1,44,0.22264156,0,0,0,1,0,1,0,0
14760567,40.80676,-73.94658,33,4,9,0.26,2,19.6512,0,676,0.08891406,0,0,1,0,0,0,1,0
14761949,40.82489,-73.95337,80,2,93,2.69,1,12.8038,0.589041096,12,0.19458063,0,0,1,0,0,0,1,0
14763045,40.71588,-73.94297,160,14,4,0.12,1,14.1874,0,667,0.10326739,0,1,0,0,0,1,0,0
14763255,40.68683,-73.95004,50,1,25,2.08,1,17.0945,0.076712329,10,0.26530357,0,1,0,0,0,0,1,0
14767195,40.73967,-73.92367,50,2,7,0.21,1,9.0806,0,968,0.28362315,0,0,0,1,0,0,1,0
14768563,40.66028,-73.961,100,2,1,0.03,1,11.4804,0,1037,0.10773613,0,1,0,0,0,1,0,0
14769619,40.67539,-73.89039,33,3,101,2.92,8,19.2278,0.884931507,23,0.18452439,0,1,0,0,0,0,1,0
14769785,40.67181,-73.925,100,1,16,0.46,2,11.3065,1,189,0.45928023,0,1,0,0,0,0,1,0
14772328,40.71417,-73.94463,60,10,1,0.05,1,11.0839,0,651,0.04552958,0,1,0,0,0,1,0,0
14772701,40.71943,-73.94255,89,30,11,0.34,8,14.1874,0.394520548,39,0.34208374,0,1,0,0,0,1,0,0
14774206,40.80093,-73.9601,97,3,96,2.8,1,9.5529,0.367123288,3,0.10905463,0,0,1,0,0,0,1,0
14774459,40.79834,-73.94761,164,1,8,0.23,1,12.5434,0,867,0.22611672,0,0,1,0,0,1,0,0
14776203,40.68793,-73.95246,57,30,1,0.03,43,17.0945,1,871,0.12941762,0,1,0,0,0,0,1,0
14777684,40.68358,-73.7967,66,1,94,2.71,2,10.8214,0.493150685,5,1.2935338,0,0,0,1,0,1,0,0
14779359,40.8222,-73.94323,199,2,15,0.58,1,15.3365,0.147945205,2,0.18230584,0,0,1,0,0,1,0,0
14779590,40.716,-73.955,52,5,57,1.65,3,14.1874,0.284931507,14,0.11891775,0,1,0,0,0,0,1,0
14781268,40.69951,-73.92848,70,30,6,0.18,1,13.4682,0,109,0.13001727,0,1,0,0,0,0,1,0
14783267,40.66961,-73.97991,170,30,17,0.5,1,12.441,0,30,0.23238908,0,1,0,0,0,1,0,0
14783394,40.68815,-73.91344,62,3,7,0.22,1,13.4682,0,465,0.20584483,0,1,0,0,0,0,1,0
14783847,40.75586,-73.96185,200,6,23,2.23,1,14.1041,0.243835616,8,0.39400906,0,0,1,0,0,1,0,0
14784377,40.81285,-73.95439,75,2,3,0.09,1,12.2706,0,969,0.16597339,0,0,1,0,0,0,1,0
14784557,40.76688,-73.99402,200,3,31,0.94,1,44.8156,0.139726027,6,0.51937108,0,0,1,0,0,1,0,0
14784793,40.63825,-73.95654,160,2,18,0.52,1,7.5312,0,78,0.38730078,0,1,0,0,0,1,0,0
14787061,40.81344,-73.93454,100,2,7,0.21,1,23.5629,0.087671233,673,0.24583979,0,0,1,0,0,0,1,0
14787179,40.71153,-73.94215,100,2,124,3.65,1,11.0839,0.15890411,6,0.08665958,0,1,0,0,0,0,1,0
14787406,40.83315,-73.94108,58,1,1,0.03,2,10.1224,0,1021,0.18263276,0,0,1,0,0,0,1,0
14787776,40.7121,-73.9623,120,3,2,0.23,1,11.0839,0.408219178,58,0.34682659,0,1,0,0,0,0,1,0
14788009,40.78031,-73.91003,95,3,89,2.6,1,8.3745,0.709589041,21,0.3779858,0,0,0,1,0,1,0,0
14789008,40.58249,-73.95347,150,30,2,0.06,1,7.027,0,1022,0.28105512,0,1,0,0,0,1,0,0
14790550,40.59544,-73.97087,150,2,145,4.24,2,7.027,0.095890411,8,0.13570922,0,1,0,0,0,1,0,0
14795784,40.6758,-73.96251,95,3,10,0.3,1,11.3065,0.515068493,51,0.26572481,0,1,0,0,0,1,0,0
14796894,40.74246,-73.9954,250,30,1,0.03,96,21.5079,0.873972603,913,0.1124149,0,0,1,0,0,1,0,0
14798850,40.69576,-73.96137,37,2,1,0.03,1,17.0945,0,1043,0.47856254,0,1,0,0,0,0,1,0
14798941,40.70468,-73.92568,75,5,4,0.12,1,13.4682,0.24109589,651,0.19650625,0,1,0,0,0,0,1,0
14800184,40.69063,-73.93947,67,2,87,2.51,1,20.5032,0.164383562,9,0.4949194,0,1,0,0,0,0,1,0
14802377,40.67532,-73.93986,59,1,7,0.2,2,11.3065,0.517808219,18,0.32093986,0,1,0,0,0,0,1,0
14802396,40.67861,-73.98066,227,30,2,0.06,1,12.441,0.684931507,877,0.15631178,0,1,0,0,0,1,0,0
14803168,40.76938,-73.98689,160,3,4,0.28,1,44.8156,0.005479452,345,0.27115013,0,0,1,0,0,1,0,0
14804661,40.63333,-74.11311,125,2,96,2.82,5,7.4154,0.991780822,8,4.4646051,0,0,0,0,1,1,0,0
14804934,40.78608,-73.94305,50,3,14,0.41,4,12.5434,0,401,0.24551793,0,0,1,0,0,0,1,0
14805984,40.63949,-73.90585,80,2,83,2.42,1,8.1084,0,485,0.53597085,0,1,0,0,0,1,0,0
14807279,40.68612,-73.95927,225,4,112,3.23,1,17.0945,0.37260274,9,0.19434336,0,1,0,0,0,1,0,0
14807332,40.7658,-73.98795,180,1,319,9.24,1,44.8156,0.156164384,8,0.25219259,0,0,1,0,0,0,1,0
14807716,40.72107,-73.943,109,30,6,0.2,8,14.1874,0.482191781,333,0.44983876,0,1,0,0,0,1,0,0
14807890,40.79986,-73.96415,100,1,86,2.5,1,9.5529,0.093150685,4,0.22309579,0,0,1,0,0,0,1,0
14808499,40.71984,-73.94303,79,30,11,0.35,8,14.1874,0.37260274,39,0.36557586,0,1,0,0,0,1,0,0
14808561,40.74185,-73.90684,105,2,9,0.26,2,9.0806,0,694,0.32939991,0,0,0,1,0,0,1,0
14808832,40.77544,-73.95577,125,2,102,3.21,1,10.9143,0.095890411,24,0.24868593,0,0,1,0,0,1,0,0
14808890,40.69416,-73.84698,47,2,25,1.13,2,4.9509,0.416438356,29,0.15028057,0,0,0,1,0,0,1,0
14809302,40.65934,-73.95937,60,1,19,0.55,2,11.4804,0,826,0.21072013,0,1,0,0,0,0,1,0
14809342,40.72191,-73.99472,120,19,5,0.17,2,18.5259,0,471,0.12409409,0,0,1,0,0,1,0,0
14815997,40.77273,-73.96344,195,2,90,2.59,1,10.9143,0.367123288,13,0.19645363,0,0,1,0,0,1,0,0
14817571,40.77013,-73.92092,60,2,2,1.22,2,8.3745,0.093150685,29,0.1480122,0,0,0,1,0,0,1,0
14817574,40.72807,-73.99925,99,2,5,0.15,1,24.6521,0,688,0.24880883,0,0,1,0,0,0,1,0
14818234,40.73815,-73.98443,300,3,11,0.32,1,21.5079,0,43,0.16379433,0,0,1,0,0,1,0,0
14819796,40.67718,-73.99493,250,1,62,1.79,5,9.0278,0.487671233,11,0.21297778,0,1,0,0,0,1,0,0
14821133,40.72931,-73.97925,105,4,18,0.52,1,16.1427,0,443,0.17132185,0,0,1,0,0,1,0,0
14821756,40.74864,-73.85436,27,2,16,0.48,2,8.4051,1,32,0.21877502,0,0,0,1,0,0,0,1
14822309,40.82966,-73.95021,65,30,7,0.21,2,12.8038,0.616438356,70,0.21420263,0,0,1,0,0,0,1,0
14823020,40.7058,-73.91041,42,3,6,0.18,2,7.9676,0.142465753,26,0.24759163,0,0,0,1,0,0,1,0
14823077,40.78962,-73.94837,100,4,1,0.03,1,12.5434,0,917,0.08204571,0,0,1,0,0,0,1,0
14823526,40.72281,-73.9987,120,1,9,0.35,4,18.5259,0.243835616,254,0.08886535,0,0,1,0,0,0,1,0
14824160,40.71775,-73.99509,199,3,19,0.56,2,18.5259,0.030136986,17,0.07856568,0,0,1,0,0,1,0,0
14824230,40.80576,-73.95832,85,3,49,1.46,1,12.2706,0.005479452,25,0.19050272,0,0,1,0,0,0,1,0
14824875,40.6735,-73.89635,135,30,108,3.12,2,19.2278,0.564383562,19,0.0724881,0,1,0,0,0,1,0,0
14825405,40.57701,-73.96616,50,1,1,0.03,1,9.0613,0,1003,0.13196363,0,1,0,0,0,0,0,1
14826817,40.64088,-73.96306,120,1,87,2.53,3,7.5312,0.857534247,27,0.03851183,0,1,0,0,0,0,1,0
14826900,40.71122,-73.95922,160,3,2,0.06,1,11.0839,0,708,0.20842491,0,1,0,0,0,1,0,0
14827265,40.72194,-73.9983,120,1,25,0.75,4,18.5259,0.243835616,8,0.06560182,0,0,1,0,0,0,1,0
14827418,40.72293,-73.99952,120,1,24,0.71,4,20.7862,0.243835616,51,0.13192702,0,0,1,0,0,0,1,0
14827512,40.72364,-73.99923,100,1,51,1.48,4,20.7862,0.224657534,8,0.09302802,0,0,1,0,0,0,0,1
14832329,40.68439,-73.96336,72,1,2,0.06,1,18.9222,0,1031,0.15129093,0,1,0,0,0,0,1,0
14834733,40.69018,-73.92166,72,1,96,3.13,2,13.4682,1,16,0.04857498,0,1,0,0,0,0,1,0
14835065,40.73293,-73.99846,200,1,4,0.12,1,24.6521,0,556,0.10738872,0,0,1,0,0,1,0,0
14835632,40.70352,-73.92971,48,2,11,0.32,1,13.4682,0,556,0.25546079,0,1,0,0,0,0,1,0
14835670,40.69042,-73.942,95,2,27,0.79,1,17.0945,0,430,0.46982716,0,1,0,0,0,1,0,0
14837052,40.7155,-74.00754,800,13,2,0.14,1,20.7862,0.473972603,358,0.09043354,0,0,1,0,0,1,0,0
14837884,40.72179,-73.99795,49,3,1,0.03,1,18.5259,0,1027,0.05507843,0,0,1,0,0,0,1,0
14838160,40.69218,-73.97138,65,4,48,1.38,3,18.9222,0,48,0.36993767,0,1,0,0,0,0,1,0
14838808,40.72198,-74.00296,129,2,26,0.76,2,20.7862,0.243835616,48,0.1430441,0,0,1,0,0,0,1,0
14839106,40.70812,-73.94003,113,3,27,0.78,1,11.0839,0.101369863,20,0.0517024,0,1,0,0,0,0,1,0
14839830,40.72363,-73.80285,100,1,197,5.81,1,7.9745,0.936986301,15,1.02775552,0,0,0,1,0,1,0,0
14839995,40.67171,-73.97607,175,3,29,0.85,1,12.441,0.77260274,64,0.36437459,0,1,0,0,0,1,0,0
14840286,40.68785,-73.92412,575,4,6,0.19,1,20.5032,0.490410959,190,0.15763075,0,1,0,0,0,1,0,0
14840323,40.70461,-73.92297,135,2,6,0.17,1,13.4682,0,981,0.1375027,0,1,0,0,0,1,0,0
14840822,40.75015,-73.97082,200,5,41,1.2,1,14.1041,0.912328767,8,0.28724592,0,0,1,0,0,0,1,0
14841128,40.68234,-73.94943,152,3,132,4.13,2,17.0945,0.879452055,15,0.1409742,0,1,0,0,0,1,0,0
14841838,40.75495,-73.87774,140,2,115,3.34,1,8.253,0.816438356,15,0.45426845,0,0,0,1,0,1,0,0
14842856,40.65348,-74.00255,800,1,1,0.04,1,9.9778,0.997260274,695,0.12595198,0,1,0,0,0,1,0,0
14842991,40.76749,-73.95471,95,4,101,2.94,1,10.9143,0.134246575,13,0.21144088,0,0,1,0,0,0,1,0
14843464,40.72043,-73.94253,80,30,8,0.26,8,14.1874,0.416438356,31,0.40979847,0,1,0,0,0,1,0,0
14843553,40.75122,-73.99658,215,3,88,2.59,1,123.5776,0.547945205,8,0.18241943,0,0,1,0,0,1,0,0
14850904,40.66148,-73.98942,140,2,83,2.4,2,9.9778,0.019178082,9,0.32573579,0,1,0,0,0,1,0,0
14851247,40.79853,-73.93772,110,29,9,0.26,1,23.5629,0.095890411,463,0.20401379,0,0,1,0,0,1,0,0
14851292,40.81506,-73.93567,100,2,9,0.26,1,23.5629,0,905,0.27284581,0,0,1,0,0,1,0,0
14851530,40.71254,-73.96411,100,3,2,0.06,2,11.0839,0,778,0.43600423,0,1,0,0,0,0,1,0
